campaign,policy,split,contrast,arm_a,arm_b,n_pairs,seeds,acc_diff_seed0_pp,acc_diff_seed1_pp,acc_diff_seed2_pp,acc_diff_mean_pp,acc_diff_sd_pp,acc_n_positive,acc_n_negative,acc_n_zero,ce_diff_seed0,ce_diff_seed1,ce_diff_seed2,ce_diff_mean,ce_diff_sd,ce_n_lower,ce_n_higher
adamw_long_aug_160,P0,train,RG - SDPoint,resolution_max_b1_gaussian_conv,sdpoint,3,"0,1,2",4.0999999999999925,5.371999999999999,3.823999999999994,4.431999999999995,0.8256779033012844,3,0,0,-0.10909468954086303,-0.146707407579422,-0.10595475620746612,-0.12058561777591705,0.022676545641662785,3,0
adamw_long_aug_160,P0,train,G - CBS-pub,gaussian_postrelu,cbs_published_schedule,3,"0,1,2",-0.541999999999998,-0.6080000000000085,-0.7879999999999998,-0.6460000000000021,0.12732635233917547,0,3,0,0.015505048909187316,0.017747903947830202,0.0203956658744812,0.017882872910499573,0.0024481004965009345,0,3
adamw_long_aug_160,P0,train,G - CBS-bm,gaussian_postrelu,cbs_budget_matched,3,"0,1,2",-0.37400000000000766,-0.6280000000000063,-0.6939999999999946,-0.5653333333333362,0.168953642557157,0,3,0,0.011101111197471617,0.018028390951156617,0.01814533344745636,0.0157582785320282,0.004033649039443793,0,3
adamw_long_aug_160,P0,train,RG - R,resolution_max_b1_gaussian_conv,resolution_max_b1,3,"0,1,2",-0.5740000000000078,-0.5400000000000071,-0.5260000000000042,-0.5466666666666731,0.024684678108766425,0,3,0,0.016579658312797545,0.015614388511180879,0.013237330577373503,0.015143792467117308,0.0017201407355976464,0,3
adamw_long_aug_160,P0,train,CBS-bm - CBS-pub,cbs_budget_matched,cbs_published_schedule,3,"0,1,2",-0.16799999999999038,0.019999999999997797,-0.09400000000000519,-0.08066666666666593,0.09470656436241545,1,2,0,0.004403937711715699,-0.00028048700332641667,0.00225033242702484,0.002124594378471374,0.0023447422609670504,1,2
adamw_long_aug_160,P1,test,R - Plain,resolution_max_b1,plain,3,"0,1,2",0.37000000000000366,-0.9399999999999964,1.0399999999999965,0.15666666666666793,1.0070915218257608,2,1,0,-0.06632581176757812,-0.01307693176269531,-0.10965189056396485,-0.0630182113647461,0.04837236641084803,3,0
adamw_long_aug_160,P1,test,G - Plain,gaussian_postrelu,plain,3,"0,1,2",-6.430000000000002,-6.369999999999997,-8.57,-7.123333333333334,1.2532092137122732,0,3,0,0.16183906250000002,0.15341432800292965,0.26047272033691404,0.19190870361328125,0.05952740822340144,0,3
adamw_long_aug_160,P1,test,RG - Plain,resolution_max_b1_gaussian_conv,plain,3,"0,1,2",-3.170000000000006,-3.639999999999999,-1.1399999999999966,-2.6500000000000004,1.3286459272507507,0,3,0,0.01183557128906254,0.057253030395507776,-0.08246015930175787,-0.004457185872395852,0.07126734382441739,1,2
adamw_long_aug_160,P1,test,CBS-pub - Plain,cbs_published_schedule,plain,3,"0,1,2",-1.7800000000000038,-3.1499999999999972,-0.5499999999999949,-1.8266666666666656,1.300628053416247,0,3,0,0.0029481399536133157,0.09508106079101564,-0.09007144012451174,0.0026525868733724054,0.092576604293612,1,2
adamw_long_aug_160,P1,test,CBS-bm - Plain,cbs_budget_matched,plain,3,"0,1,2",-1.860000000000006,-3.0399999999999983,-0.8000000000000007,-1.9000000000000015,1.1205355862265138,0,3,0,0.004965713500976632,0.0771907135009765,-0.0730066390991212,0.00304992930094398,0.0751170010972572,1,2
adamw_long_aug_160,P1,test,SDPoint - Plain,sdpoint,plain,3,"0,1,2",0.22999999999999687,-1.1900000000000022,0.5800000000000027,-0.1266666666666675,0.9373544331432675,2,1,0,-0.24317437286376947,-0.18126133880615236,-0.2860725509643555,-0.23683608754475913,0.05269229492161881,3,0
adamw_long_aug_160,P1,test,R - SDPoint,resolution_max_b1,sdpoint,3,"0,1,2",0.14000000000000679,0.2500000000000058,0.45999999999999375,0.28333333333333544,0.16258331197675568,3,0,0,0.17684856109619135,0.16818440704345705,0.17642066040039067,0.17381787618001301,0.004883416389758629,0,3
adamw_long_aug_160,P1,test,RG - SDPoint,resolution_max_b1_gaussian_conv,sdpoint,3,"0,1,2",-3.400000000000003,-2.4499999999999966,-1.7199999999999993,-2.523333333333333,0.8423973725821661,0,3,0,0.255009944152832,0.23851436920166014,0.20361239166259765,0.23237890167236327,0.02624233358237966,0,3
adamw_long_aug_160,P1,test,G - CBS-pub,gaussian_postrelu,cbs_published_schedule,3,"0,1,2",-4.649999999999999,-3.2200000000000006,-8.020000000000005,-5.296666666666668,2.4644742508968003,0,3,0,0.1588909225463867,0.05833326721191401,0.3505441604614258,0.18925611673990883,0.1484531417560003,0,3
adamw_long_aug_160,P1,test,G - CBS-bm,gaussian_postrelu,cbs_budget_matched,3,"0,1,2",-4.569999999999997,-3.3299999999999996,-7.77,-5.223333333333332,2.290967772216217,0,3,0,0.1568733489990234,0.07622361450195314,0.33347935943603524,0.18885877431233725,0.1315767082342181,0,3
adamw_long_aug_160,P1,test,RG - R,resolution_max_b1_gaussian_conv,resolution_max_b1,3,"0,1,2",-3.54000000000001,-2.7000000000000024,-2.179999999999993,-2.8066666666666684,0.6862458257310893,0,3,0,0.07816138305664067,0.07032996215820309,0.027191731262206975,0.05856102549235024,0.027447354220308667,0,3
adamw_long_aug_160,P1,test,CBS-bm - CBS-pub,cbs_budget_matched,cbs_published_schedule,3,"0,1,2",-0.08000000000000229,0.10999999999999899,-0.2500000000000058,-0.07333333333333636,0.18009256878987034,1,2,0,0.002017573547363316,-0.017890347290039132,0.01706480102539054,0.00039734242757157495,0.017533809058489763,1,2
adamw_long_aug_160,P1,train,R - Plain,resolution_max_b1,plain,3,"0,1,2",1.4460000000000028,-1.3960000000000083,-0.30200000000000227,-0.08400000000000259,1.433486658465999,1,2,0,-0.06019348028182983,0.041597647914886474,0.010957157020568847,-0.00254622511545817,0.052221781295966566,1,2
adamw_long_aug_160,P1,train,G - Plain,gaussian_postrelu,plain,3,"0,1,2",-7.152000000000003,-7.432000000000006,-11.186000000000007,-8.590000000000005,2.252556769539895,0,3,0,0.24281065284729003,0.24491647966384886,0.4172200012207031,0.30164904457728065,0.10009292253327506,0,3
adamw_long_aug_160,P1,train,RG - Plain,resolution_max_b1_gaussian_conv,plain,3,"0,1,2",-3.93,-5.35000000000001,-1.9100000000000006,-3.7300000000000035,1.7286989327236872,0,3,0,0.12020191078186034,0.18005523805618287,0.04907902084350586,0.11644538989384969,0.06556886422473804,0,3
adamw_long_aug_160,P1,train,CBS-pub - Plain,cbs_published_schedule,plain,3,"0,1,2",-0.8580000000000032,-3.6780000000000035,-0.30799999999999716,-1.614666666666668,1.807936208314149,0,3,0,0.013920824508666982,0.11756817071914671,0.0012233428192138657,0.04423744601567586,0.06382282428305466,0,3
adamw_long_aug_160,P1,train,CBS-bm - Plain,cbs_budget_matched,plain,3,"0,1,2",-1.2759999999999994,-2.3860000000000103,-0.6639999999999979,-1.4420000000000026,0.8729192402507872,0,3,0,0.023831113281249997,0.0741706135749817,0.013054442863464355,0.03701872323989868,0.03262255926388854,0,3
adamw_long_aug_160,P1,train,SDPoint - Plain,sdpoint,plain,3,"0,1,2",-2.2340000000000027,-4.944000000000004,-3.705999999999998,-3.628000000000002,1.3566827189877528,0,3,0,0.04362859527587891,0.13630690927505493,0.09653984130859376,0.09215844861984253,0.04649424612629232,0,3
adamw_long_aug_160,P1,train,R - SDPoint,resolution_max_b1,sdpoint,3,"0,1,2",3.6800000000000055,3.5479999999999956,3.403999999999996,3.543999999999999,0.13804347141390388,3,0,0,-0.10382207555770874,-0.09470926136016845,-0.08558268428802492,-0.09470467373530071,0.009119696500261457,3,0
adamw_long_aug_160,P1,train,RG - SDPoint,resolution_max_b1_gaussian_conv,sdpoint,3,"0,1,2",-1.6959999999999975,-0.40600000000000636,1.7959999999999976,-0.10200000000000209,1.7657372397953193,1,2,0,0.07657331550598143,0.04374832878112794,-0.0474608204650879,0.024286941274007157,0.06426644477718653,1,2
adamw_long_aug_160,P1,train,G - CBS-pub,gaussian_postrelu,cbs_published_schedule,3,"0,1,2",-6.294,-3.754000000000002,-10.87800000000001,-6.975333333333338,3.610540864376606,0,3,0,0.22888982833862306,0.12734830894470214,0.41599665840148925,0.25741159856160484,0.1464226278398298,0,3
adamw_long_aug_160,P1,train,G - CBS-bm,gaussian_postrelu,cbs_budget_matched,3,"0,1,2",-5.876000000000003,-5.045999999999995,-10.52200000000001,-7.148000000000002,2.9512932758368895,0,3,0,0.21897953956604005,0.17074586608886716,0.4041655583572387,0.26463032133738196,0.12322411935946766,0,3
adamw_long_aug_160,P1,train,RG - R,resolution_max_b1_gaussian_conv,resolution_max_b1,3,"0,1,2",-5.376000000000003,-3.954000000000002,-1.6079999999999983,-3.6460000000000012,1.902788480099669,0,3,0,0.18039539106369018,0.13845759014129638,0.038121863822937016,0.11899161500930787,0.07310699199981305,0,3
adamw_long_aug_160,P1,train,CBS-bm - CBS-pub,cbs_budget_matched,cbs_published_schedule,3,"0,1,2",-0.41799999999999615,1.2919999999999932,-0.35600000000000076,0.1726666666666654,0.969866657501599,1,2,0,0.009910288772583015,-0.043397557144165017,0.01183110004425049,-0.007218722775777171,0.03134650572514858,1,2
adamw_long_aug_160,P2,test,R - Plain,resolution_max_b1,plain,3,"0,1,2",0.40000000000000036,-0.9800000000000031,0.8500000000000063,0.09000000000000119,0.9535722311393134,2,1,0,-0.07114962921142576,-0.01188996734619141,-0.11119795837402346,-0.0647458516438802,0.04996274157656826,3,0
