campaign,policy,split,contrast,arm_a,arm_b,n_pairs,seeds,acc_diff_seed0_pp,acc_diff_seed1_pp,acc_diff_seed2_pp,acc_diff_mean_pp,acc_diff_sd_pp,acc_n_positive,acc_n_negative,acc_n_zero,ce_diff_seed0,ce_diff_seed1,ce_diff_seed2,ce_diff_mean,ce_diff_sd,ce_n_lower,ce_n_higher
adamw_long_aug_160,P2,test,G - Plain,gaussian_postrelu,plain,3,"0,1,2",-6.559999999999999,-6.510000000000005,-8.719999999999995,-7.263333333333333,1.2617580327992064,0,3,0,0.16962507324218745,0.16052798919677735,0.2711578399658203,0.2004369674682617,0.06141474244547697,0,3
adamw_long_aug_160,P2,test,RG - Plain,resolution_max_b1_gaussian_conv,plain,3,"0,1,2",-3.279999999999994,-3.7000000000000033,-1.1299999999999977,-2.7033333333333314,1.3786345902135695,0,3,0,0.012198724365234392,0.06087771148681642,-0.08311506652832035,-0.0033462102254231776,0.07324420641729952,1,2
adamw_long_aug_160,P2,test,CBS-pub - Plain,cbs_published_schedule,plain,3,"0,1,2",-1.7199999999999993,-3.190000000000004,-0.5499999999999949,-1.8199999999999996,1.3228378585450342,0,3,0,0.0014239990234374833,0.09845525360107421,-0.09256623229980476,0.002437673441568977,0.09551477723794578,1,2
adamw_long_aug_160,P2,test,CBS-bm - Plain,cbs_budget_matched,plain,3,"0,1,2",-1.8799999999999928,-3.090000000000004,-0.9000000000000008,-1.9566666666666659,1.097011090797781,0,3,0,0.0028588134765624718,0.07892140350341792,-0.07556602478027341,0.002071397399902327,0.07724672415374975,1,2
adamw_long_aug_160,P2,test,SDPoint - Plain,sdpoint,plain,3,"0,1,2",0.17000000000000348,-1.1800000000000033,0.5400000000000071,-0.1566666666666642,0.9053360333784041,2,1,0,-0.249410205078125,-0.18150559692382817,-0.29074668579101565,-0.24055416259765627,0.055156377605260556,3,0
adamw_long_aug_160,P2,test,R - SDPoint,resolution_max_b1,sdpoint,3,"0,1,2",0.22999999999999687,0.20000000000000018,0.30999999999999917,0.2466666666666654,0.05686240703077319,3,0,0,0.17826057586669924,0.16961562957763676,0.17954872741699218,0.17580831095377605,0.005401556310353289,0,3
adamw_long_aug_160,P2,test,RG - SDPoint,resolution_max_b1_gaussian_conv,sdpoint,3,"0,1,2",-3.4499999999999975,-2.52,-1.6700000000000048,-2.5466666666666673,0.8902995750495037,0,3,0,0.2616089294433594,0.2423833084106446,0.2076316192626953,0.2372079523722331,0.02735828459860281,0,3
adamw_long_aug_160,P2,test,G - CBS-pub,gaussian_postrelu,cbs_published_schedule,3,"0,1,2",-4.84,-3.3200000000000007,-8.17,-5.4433333333333325,2.4806517960675842,0,3,0,0.16820107421874997,0.062072735595703143,0.3637240722656251,0.19799929402669272,0.1530174259895895,0,3
adamw_long_aug_160,P2,test,G - CBS-bm,gaussian_postrelu,cbs_budget_matched,3,"0,1,2",-4.680000000000007,-3.420000000000001,-7.819999999999993,-5.3066666666666675,2.2659508673696593,0,3,0,0.16676625976562498,0.08160658569335943,0.34672386474609374,0.1983655700683594,0.13535390730151722,0,3
adamw_long_aug_160,P2,test,RG - R,resolution_max_b1_gaussian_conv,resolution_max_b1,3,"0,1,2",-3.6799999999999944,-2.72,-1.980000000000004,-2.793333333333333,0.8523692470598203,0,3,0,0.08334835357666015,0.07276767883300783,0.028082891845703117,0.06139964141845703,0.02933414428746711,0,3
adamw_long_aug_160,P2,test,CBS-bm - CBS-pub,cbs_budget_matched,cbs_published_schedule,3,"0,1,2",-0.15999999999999348,0.10000000000000009,-0.35000000000000586,-0.1366666666666664,0.22590558499810148,1,2,0,0.0014348144531249885,-0.01953385009765629,0.017000207519531352,-0.00036627604166665034,0.018333501758306246,1,2
adamw_long_aug_160,P2,train,R - Plain,resolution_max_b1,plain,3,"0,1,2",1.5280000000000071,-1.4560000000000017,-0.26999999999999247,-0.06599999999999569,1.5024233757499954,1,2,0,-0.0643890721511841,0.04303407413482667,0.011376825332641602,-0.0033260575612386093,0.05520021887220904,1,2
adamw_long_aug_160,P2,train,G - Plain,gaussian_postrelu,plain,3,"0,1,2",-7.251999999999992,-7.530000000000003,-11.295999999999996,-8.692666666666662,2.258833622322222,0,3,0,0.24918537422180173,0.24934290939331052,0.42693802860260016,0.3084887707392375,0.10258009661049558,0,3
adamw_long_aug_160,P2,train,RG - Plain,resolution_max_b1_gaussian_conv,plain,3,"0,1,2",-3.957999999999995,-5.396000000000001,-1.8919999999999937,-3.7486666666666633,1.7613544031038573,0,3,0,0.12080098609924314,0.1825407489013672,0.04860645107269289,0.11731606202443441,0.0670351218061875,0,3
adamw_long_aug_160,P2,train,CBS-pub - Plain,cbs_published_schedule,plain,3,"0,1,2",-0.8499999999999952,-3.7739999999999996,-0.30399999999999316,-1.6426666666666627,1.8658685198409197,0,3,0,0.01210934600830077,0.1203688111114502,0.00047539196014405316,0.04431784969329835,0.06611844501474284,0,3
adamw_long_aug_160,P2,train,CBS-bm - Plain,cbs_budget_matched,plain,3,"0,1,2",-1.2179999999999969,-2.393999999999996,-0.6220000000000003,-1.4113333333333309,0.9016813923628068,0,3,0,0.021088254699707015,0.07541811958312988,0.011972197151184083,0.03615952381134033,0.034303114039203136,0,3
adamw_long_aug_160,P2,train,SDPoint - Plain,sdpoint,plain,3,"0,1,2",-2.2179999999999978,-5.008000000000001,-3.6739999999999995,-3.633333333333333,1.3954444931036627,0,3,0,0.04042553421020506,0.13859620513916016,0.09556803470611573,0.09152992468516032,0.04920975418620076,0,3
adamw_long_aug_160,P2,train,R - SDPoint,resolution_max_b1,sdpoint,3,"0,1,2",3.746000000000005,3.5519999999999996,3.404000000000007,3.5673333333333375,0.1715148195735082,3,0,0,-0.10481460636138916,-0.09556213100433349,-0.08419120937347413,-0.09485598224639892,0.010329816570565765,3,0
adamw_long_aug_160,P2,train,RG - SDPoint,resolution_max_b1_gaussian_conv,sdpoint,3,"0,1,2",-1.739999999999997,-0.38799999999999946,1.7820000000000058,-0.11533333333333025,1.7767614733929087,1,2,0,0.08037545188903808,0.04394454376220705,-0.04696158363342284,0.025786137339274096,0.06558182634524162,1,2
adamw_long_aug_160,P2,train,G - CBS-pub,gaussian_postrelu,cbs_published_schedule,3,"0,1,2",-6.401999999999997,-3.756000000000004,-10.992,-7.050000000000001,3.661263716259728,0,3,0,0.23707602821350096,0.12897409828186032,0.4264626366424561,0.26417092104593914,0.15058372265016529,0,3
adamw_long_aug_160,P2,train,G - CBS-bm,gaussian_postrelu,cbs_budget_matched,3,"0,1,2",-6.033999999999995,-5.136000000000007,-10.673999999999994,-7.281333333333332,2.972245167097308,0,3,0,0.22809711952209472,0.17392478981018064,0.4149658314514161,0.2723292469278971,0.12646168099470015,0,3
adamw_long_aug_160,P2,train,RG - R,resolution_max_b1_gaussian_conv,resolution_max_b1,3,"0,1,2",-5.486000000000002,-3.939999999999999,-1.6220000000000012,-3.682666666666668,1.9448108734098888,0,3,0,0.18519005825042723,0.13950667476654055,0.037229625740051286,0.12064211958567302,0.07576262917028008,0,3
adamw_long_aug_160,P2,train,CBS-bm - CBS-pub,cbs_budget_matched,cbs_published_schedule,3,"0,1,2",-0.36800000000000166,1.3800000000000034,-0.31800000000000717,0.23133333333333153,0.99508860577003,1,2,0,0.008978908691406245,-0.04495069152832032,0.01149680519104003,-0.008158325881958015,0.03188798485460367,1,2
adamw_long_aug_160,P3,test,R - Plain,resolution_max_b1,plain,3,"0,1,2",-0.8599999999999941,-0.23999999999999577,0.17000000000000348,-0.30999999999999545,0.5185556864985656,1,2,0,-0.014686531066894548,-0.0740875625610351,-0.0831593124389649,-0.057311135355631516,0.037191623109787644,3,0
adamw_long_aug_160,P3,test,G - Plain,gaussian_postrelu,plain,3,"0,1,2",-2.4599999999999955,-2.5599999999999956,-1.9499999999999962,-2.323333333333329,0.32715949219506546,0,3,0,0.005504827880859375,-0.013031710815429642,-0.05915556793212895,-0.022227483622233073,0.033296597045476564,2,1
adamw_long_aug_160,P3,test,RG - Plain,resolution_max_b1_gaussian_conv,plain,3,"0,1,2",-1.7699999999999938,-1.1699999999999933,-1.2699999999999934,-1.4033333333333269,0.3214550253664321,0,3,0,-0.02714362487792965,-0.07717390136718749,-0.07146957550048827,-0.05859570058186847,0.027387216597586132,3,0
adamw_long_aug_160,P3,test,CBS-pub - Plain,cbs_published_schedule,plain,3,"0,1,2",-1.639999999999997,-1.3900000000000023,-0.9299999999999975,-1.319999999999999,0.3601388621073824,0,3,0,0.02495989837646484,-0.020679504394531256,-0.050189939880371126,-0.015303181966145848,0.03786229231897643,2,1
adamw_long_aug_160,P3,test,CBS-bm - Plain,cbs_budget_matched,plain,3,"0,1,2",-2.0399999999999974,-1.5100000000000002,-1.21,-1.586666666666666,0.4202776859807479,0,3,0,0.019711262512207117,0.00704892425537107,-0.032739158630371135,-0.0019929906209309825,0.027369304667476925,1,2
adamw_long_aug_160,P3,test,SDPoint - Plain,sdpoint,plain,3,"0,1,2",-0.019999999999997797,0.5299999999999971,0.5099999999999993,0.3399999999999996,0.3119294792096421,2,1,0,-0.22868990097045894,-0.26758889007568354,-0.29051321258544927,-0.26226400121053056,0.03125374050942898,3,0
adamw_long_aug_160,P3,test,R - SDPoint,resolution_max_b1,sdpoint,3,"0,1,2",-0.8399999999999963,-0.7699999999999929,-0.33999999999999586,-0.649999999999995,0.2707397274136172,0,3,0,0.2140033699035644,0.19350132751464844,0.20735390014648436,0.20495286585489905,0.010459787750296514,0,3
adamw_long_aug_160,P3,test,RG - SDPoint,resolution_max_b1_gaussian_conv,sdpoint,3,"0,1,2",-1.749999999999996,-1.6999999999999904,-1.7799999999999927,-1.7433333333333263,0.04041451884327531,0,3,0,0.2015462760925293,0.19041498870849605,0.219043637084961,0.20366830062866212,0.014431809244331758,0,3
adamw_long_aug_160,P3,test,G - CBS-pub,gaussian_postrelu,cbs_published_schedule,3,"0,1,2",-0.8199999999999985,-1.1699999999999933,-1.0199999999999987,-1.00333333333333,0.17559422921420983,0,3,0,-0.019455070495605464,0.007647793579101614,-0.008965628051757824,-0.006924301656087224,0.013666256632789317,2,1
adamw_long_aug_160,P3,test,G - CBS-bm,gaussian_postrelu,cbs_budget_matched,3,"0,1,2",-0.41999999999999815,-1.0499999999999954,-0.7399999999999962,-0.7366666666666633,0.3150132272355122,0,3,0,-0.014206434631347742,-0.020080635070800712,-0.026416409301757815,-0.02023449300130209,0.006106441235293886,3,0
adamw_long_aug_160,P3,test,RG - R,resolution_max_b1_gaussian_conv,resolution_max_b1,3,"0,1,2",-0.9099999999999997,-0.9299999999999975,-1.4399999999999968,-1.0933333333333313,0.30038863715748754,0,3,0,-0.012457093811035103,-0.003086338806152389,0.011689736938476636,-0.0012845652262369518,0.012173830532595416,2,1
adamw_long_aug_160,P3,test,CBS-bm - CBS-pub,cbs_budget_matched,cbs_published_schedule,3,"0,1,2",-0.40000000000000036,-0.11999999999999789,-0.28000000000000247,-0.2666666666666669,0.14047538337137125,0,3,0,-0.0052486358642577224,0.027728428649902326,0.01745078124999999,0.013310191345214864,0.0168739461763535,1,2
adamw_long_aug_160,P3,train,R - Plain,resolution_max_b1,plain,3,"0,1,2",-0.15600000000000058,-0.14799999999999258,-0.12999999999999678,-0.1446666666666633,0.013316656236959875,0,3,0,0.0050679740333557126,0.005040190773010255,0.005042286120057106,0.005050150308807691,1.5471311753839633e-05,0,3
adamw_long_aug_160,P3,train,G - Plain,gaussian_postrelu,plain,3,"0,1,2",-0.7220000000000004,-0.8839999999999959,-1.0700000000000043,-0.8920000000000002,0.174137876408324,0,3,0,0.02220220445394516,0.026595793612003323,0.030773410454392434,0.02652380284011364,0.0042860564717411035,0,3
adamw_long_aug_160,P3,train,RG - Plain,resolution_max_b1_gaussian_conv,plain,3,"0,1,2",-0.7560000000000011,-0.7000000000000006,-0.6739999999999968,-0.7099999999999995,0.04190465367951583,0,3,0,0.02171920550584793,0.019772255356311795,0.018413877711892127,0.019968446191350617,0.001661374758803416,0,3
adamw_long_aug_160,P3,train,CBS-pub - Plain,cbs_published_schedule,plain,3,"0,1,2",-0.20999999999999908,-0.25999999999999357,-0.32800000000000606,-0.26599999999999957,0.059228371579847325,0,3,0,0.005751761779785157,0.008463649897575379,0.011297558565735819,0.008504323414365451,0.0027731221121673,0,3
adamw_long_aug_160,P3,train,CBS-bm - Plain,cbs_budget_matched,plain,3,"0,1,2",-0.37400000000000766,-0.24199999999999777,-0.45199999999999685,-0.35600000000000076,0.10615083607772521,0,3,0,0.010378763616085054,0.008161465532779693,0.013879440827965737,0.010806556658943494,0.0028828918701068284,0,3
adamw_long_aug_160,P3,train,SDPoint - Plain,sdpoint,plain,3,"0,1,2",-2.302000000000004,-2.2599999999999953,-2.3460000000000036,-2.3026666666666675,0.04300387579432448,0,3,0,0.06561772272348404,0.06294312077760696,0.06491207195341588,0.06449097181816894,0.0013861341512101562,0,3
adamw_long_aug_160,P3,train,R - SDPoint,resolution_max_b1,sdpoint,3,"0,1,2",2.1460000000000035,2.1120000000000028,2.216000000000007,2.1580000000000044,0.05302829433425357,3,0,0,-0.06054974869012833,-0.0579029300045967,-0.059869785833358766,-0.05944082150936127,0.0013745617781557931,3,0
adamw_long_aug_160,P3,train,RG - SDPoint,resolution_max_b1_gaussian_conv,sdpoint,3,"0,1,2",1.546000000000003,1.5599999999999947,1.6720000000000068,1.592666666666668,0.06906036007243163,3,0,0,-0.043898517217636115,-0.04317086542129516,-0.04649819424152375,-0.044522525626818334,0.0017492338724506072,3,0
adamw_long_aug_160,P3,train,G - CBS-pub,gaussian_postrelu,cbs_published_schedule,3,"0,1,2",-0.5120000000000013,-0.6240000000000023,-0.7419999999999982,-0.6260000000000007,0.11501304273863741,0,3,0,0.01645044267416,0.018132143714427944,0.019475851888656616,0.018019479425748188,0.0015158480003773604,0,3
adamw_long_aug_160,P3,train,G - CBS-bm,gaussian_postrelu,cbs_budget_matched,3,"0,1,2",-0.34799999999999276,-0.6419999999999981,-0.6180000000000074,-0.5359999999999995,0.16325440269714558,0,3,0,0.011823440837860107,0.01843432807922363,0.016893969626426697,0.015717246181170146,0.0034589689330012914,0,3
adamw_long_aug_160,P3,train,RG - R,resolution_max_b1_gaussian_conv,resolution_max_b1,3,"0,1,2",-0.6000000000000005,-0.552000000000008,-0.544,-0.5653333333333362,0.030287511177599983,0,3,0,0.01665123147249222,0.014732064583301542,0.01337159159183502,0.014918295882542927,0.001647732080561687,0,3
adamw_long_aug_160,P3,train,CBS-bm - CBS-pub,cbs_budget_matched,cbs_published_schedule,3,"0,1,2",-0.16400000000000858,0.017999999999995797,-0.12399999999999078,-0.09000000000000119,0.09564517760974606,1,2,0,0.004627001836299896,-0.00030218436479568546,0.002581882262229919,0.002302233244578043,0.0024764635735405067,1,2
adamw_long_noaug_160,P0,test,R - Plain,resolution_max_b1,plain,3,"0,1,2",0.44999999999999485,0.6300000000000083,1.4399999999999968,0.84,0.5273518749374068,3,0,0,-0.27392935791015627,-0.268166159057617,-0.2753912628173827,-0.2724955932617186,0.0038199858488189753,3,0
adamw_long_noaug_160,P0,test,G - Plain,gaussian_postrelu,plain,3,"0,1,2",-0.12999999999999678,-0.9199999999999986,0.5499999999999949,-0.16666666666666682,0.7356856212631376,1,2,0,-0.1960127319335938,-0.10037912597656229,-0.1865381072998047,-0.16097665506998693,0.05269238585563511,3,0
adamw_long_noaug_160,P0,test,RG - Plain,resolution_max_b1_gaussian_conv,plain,3,"0,1,2",1.3499999999999956,1.650000000000007,1.639999999999997,1.5466666666666666,0.17039170558843125,3,0,0,-0.329213525390625,-0.3675488342285155,-0.32592912597656243,-0.3408971618652343,0.023139372283999798,3,0
adamw_long_noaug_160,P0,test,CBS-pub - Plain,cbs_published_schedule,plain,3,"0,1,2",-1.959999999999995,-1.2399999999999967,-1.5000000000000013,-1.5666666666666644,0.3646002377033405,0,3,0,0.017208697509765614,-0.029913598632812288,-0.016206652832031265,-0.009637184651692646,0.024238319507890068,2,1
adamw_long_noaug_160,P0,test,CBS-bm - Plain,cbs_budget_matched,plain,3,"0,1,2",-1.4800000000000035,-0.759999999999994,-1.4100000000000001,-1.216666666666666,0.39703064533274635,0,3,0,-0.034718298339843745,-0.030840002441406167,-0.02741734008789054,-0.030991880289713485,0.003652847931381177,3,0
adamw_long_noaug_160,P0,test,SDPoint - Plain,sdpoint,plain,3,"0,1,2",1.100000000000001,-0.26999999999999247,1.5699999999999936,0.8000000000000007,0.9559811713626933,2,1,0,-0.43342239990234377,-0.31781568298339824,-0.5048652648925781,-0.4187011159261067,0.09438974348164904,3,0
adamw_long_noaug_160,P0,test,R - SDPoint,resolution_max_b1,sdpoint,3,"0,1,2",-0.6500000000000061,0.9000000000000008,-0.12999999999999678,0.03999999999999929,0.7888599368709279,1,2,0,0.1594930419921875,0.04964952392578126,0.22947400207519542,0.14620552266438805,0.09064562517210781,0,3
adamw_long_noaug_160,P0,test,RG - SDPoint,resolution_max_b1_gaussian_conv,sdpoint,3,"0,1,2",0.24999999999999467,1.9199999999999995,0.07000000000000339,0.7466666666666658,1.0201143726726591,3,0,0,0.10420887451171879,-0.049733151245117235,0.17893613891601567,0.07780395406087241,0.1165989962808889,1,2
adamw_long_noaug_160,P0,test,G - CBS-pub,gaussian_postrelu,cbs_published_schedule,3,"0,1,2",1.8299999999999983,0.31999999999999806,2.0499999999999963,1.3999999999999975,0.9417536832951592,3,0,0,-0.21322142944335942,-0.07046552734375,-0.17033145446777342,-0.1513394704182943,0.07324843677287639,3,0
adamw_long_noaug_160,P0,test,G - CBS-bm,gaussian_postrelu,cbs_budget_matched,3,"0,1,2",1.3500000000000068,-0.16000000000000458,1.959999999999995,1.0499999999999992,1.0913752791776086,2,1,0,-0.16129443359375006,-0.06953912353515612,-0.15912076721191415,-0.12998477478027345,0.05235875067474057,3,0
adamw_long_noaug_160,P0,test,RG - R,resolution_max_b1_gaussian_conv,resolution_max_b1,3,"0,1,2",0.9000000000000008,1.0199999999999987,0.20000000000000018,0.7066666666666666,0.44286943147312957,3,0,0,-0.055284167480468716,-0.0993826751708985,-0.05053786315917974,-0.06840156860351565,0.026935173552108792,3,0
adamw_long_noaug_160,P0,test,CBS-bm - CBS-pub,cbs_budget_matched,cbs_published_schedule,3,"0,1,2",0.47999999999999154,0.48000000000000265,0.09000000000000119,0.3499999999999985,0.2251666049839517,3,0,0,-0.05192699584960936,-0.0009264038085938786,-0.011210687255859275,-0.021354695638020837,0.026971110037900665,3,0
adamw_long_noaug_160,P0,train,R - Plain,resolution_max_b1,plain,3,"0,1,2",-0.004000000000004,0.0,0.0,-0.0013333333333346669,0.0023094010767608125,0,1,2,0.0002975147802746506,5.424594865180552e-06,4.690214531437959e-06,0.00010254319655708971,0.000168850743769813,0,3
adamw_long_noaug_160,P0,train,G - Plain,gaussian_postrelu,plain,3,"0,1,2",-0.002000000000002,0.0,0.0,-0.0006666666666673334,0.0011547005383804063,0,1,2,0.00015246216575294966,1.4688906320370735e-05,1.4223281304293777e-05,6.0458117792538056e-05,7.967818291408375e-05,0,3
adamw_long_noaug_160,P0,train,RG - Plain,resolution_max_b1_gaussian_conv,plain,3,"0,1,2",-0.004000000000004,0.0,-0.002000000000002,-0.002000000000002,0.002000000000002,0,2,1,0.0004960941762817674,1.1339932675473392e-05,4.558562977326801e-05,0.0001843399129101696,0.00027052954088269945,0,3
adamw_long_noaug_160,P0,train,CBS-pub - Plain,cbs_published_schedule,plain,3,"0,1,2",-0.004000000000004,-0.002000000000002,0.0,-0.002000000000002,0.002000000000002,0,2,1,0.00016733394526789196,3.746289416216314e-05,4.588654992112424e-06,6.979516480738918e-05,8.605544242256874e-05,0,3
adamw_long_noaug_160,P0,train,CBS-bm - Plain,cbs_budget_matched,plain,3,"0,1,2",0.0,0.0,-0.004000000000004,-0.0013333333333346669,0.0023094010767608125,0,1,2,4.367339302843902e-06,4.148550936952233e-06,0.00010149162483023247,3.666917169000954e-05,5.613799774149913e-05,0,3
adamw_long_noaug_160,P0,train,SDPoint - Plain,sdpoint,plain,3,"0,1,2",-2.1440000000000015,-3.086,-1.2240000000000029,-2.151333333333335,0.9310216610441083,0,3,0,0.06364413481094555,0.09816972492147702,0.03371511754600419,0.06517632575947559,0.032254609125032925,0,3
adamw_long_noaug_160,P0,train,R - SDPoint,resolution_max_b1,sdpoint,3,"0,1,2",2.1399999999999975,3.086,1.2240000000000029,2.15,0.9310402783983072,3,0,0,-0.0633466200306709,-0.09816430032661184,-0.033710427331472746,-0.0650737825629185,0.03226162974537988,3,0
adamw_long_noaug_160,P0,train,RG - SDPoint,resolution_max_b1_gaussian_conv,sdpoint,3,"0,1,2",2.1399999999999975,3.086,1.2220000000000009,2.149333333333333,0.9320350494124845,3,0,0,-0.06314804063466378,-0.09815838498880156,-0.03366953191623092,-0.06499198584656542,0.03228394559393681,3,0
adamw_long_noaug_160,P0,train,G - CBS-pub,gaussian_postrelu,cbs_published_schedule,3,"0,1,2",0.002000000000002,0.002000000000002,0.0,0.0013333333333346669,0.0011547005383804063,2,0,1,-1.4871779514942301e-05,-2.2773987841792402e-05,9.634626312181354e-06,-9.337047014851116e-06,1.6898358373846884e-05,2,1
adamw_long_noaug_160,P0,train,G - CBS-bm,gaussian_postrelu,cbs_budget_matched,3,"0,1,2",-0.002000000000002,0.0,0.004000000000004,0.0006666666666673334,0.0030550504633069485,1,1,1,0.00014809482645010576,1.0540355383418502e-05,-8.72683435259387e-05,2.3788946102528525e-05,0.00011823958437141499,1,2
adamw_long_noaug_160,P0,train,RG - R,resolution_max_b1_gaussian_conv,resolution_max_b1,3,"0,1,2",0.0,0.0,-0.002000000000002,-0.0006666666666673334,0.0011547005383804063,0,1,2,0.00019857939600711685,5.915337810292839e-06,4.089541524183005e-05,8.179671635307991e-05,0.0001026379420811921,0,3
adamw_long_noaug_160,P0,train,CBS-bm - CBS-pub,cbs_budget_matched,cbs_published_schedule,3,"0,1,2",0.004000000000004,0.002000000000002,-0.004000000000004,0.0006666666666673334,0.0041633319989364285,2,1,0,-0.00016296660596504806,-3.33143432252109e-05,9.690296983812004e-05,-3.312599311737964e-05,0.0001299348902868355,2,1
adamw_long_noaug_160,P1,test,R - Plain,resolution_max_b1,plain,3,"0,1,2",0.46000000000000485,0.8500000000000063,1.3400000000000079,0.8833333333333396,0.44094595284834476,3,0,0,-0.25807796325683596,-0.28065407409667986,-0.25746907043457035,-0.2654003692626954,0.01321360363371751,3,0
adamw_long_noaug_160,P1,test,G - Plain,gaussian_postrelu,plain,3,"0,1,2",-0.08000000000000229,-0.8499999999999952,0.30000000000000027,-0.20999999999999908,0.5859180830116073,1,2,0,-0.18301390075683588,-0.11269468688964857,-0.1797787261962891,-0.1584957712809245,0.03969787257740505,3,0
adamw_long_noaug_160,P1,test,RG - Plain,resolution_max_b1_gaussian_conv,plain,3,"0,1,2",1.3000000000000012,1.9300000000000095,1.5700000000000047,1.600000000000005,0.31606961258558636,3,0,0,-0.3071876892089844,-0.3762079467773438,-0.3143448669433594,-0.33258016764322923,0.03795185940651225,3,0
adamw_long_noaug_160,P1,test,CBS-pub - Plain,cbs_published_schedule,plain,3,"0,1,2",-2.090000000000003,-1.2299999999999978,-1.539999999999997,-1.6199999999999992,0.43554563480765424,0,3,0,0.03268633422851552,-0.0486513549804688,-0.01982149047851567,-0.011928837076822981,0.04123924592852989,2,1
adamw_long_noaug_160,P1,test,CBS-bm - Plain,cbs_budget_matched,plain,3,"0,1,2",-1.4800000000000035,-0.6899999999999906,-1.5499999999999958,-1.2399999999999967,0.4775981574503871,0,3,0,-0.024142517089843718,-0.04985941467285171,-0.025032473754882822,-0.03301146850585942,0.014597533122100275,3,0
adamw_long_noaug_160,P1,test,SDPoint - Plain,sdpoint,plain,3,"0,1,2",4.03,4.110000000000003,3.84000000000001,3.993333333333338,0.13868429375142718,3,0,0,-0.7010840240478515,-0.7025316314697266,-0.6892183944702148,-0.6976113499959311,0.0073044622426605916,3,0
adamw_long_noaug_160,P1,test,R - SDPoint,resolution_max_b1,sdpoint,3,"0,1,2",-3.5699999999999954,-3.2599999999999962,-2.500000000000002,-3.1099999999999977,0.5505451843400285,0,3,0,0.44300606079101557,0.4218775573730468,0.4317493240356445,0.43221098073323566,0.010571814383094456,0,3
adamw_long_noaug_160,P1,test,RG - SDPoint,resolution_max_b1_gaussian_conv,sdpoint,3,"0,1,2",-2.729999999999999,-2.179999999999993,-2.2700000000000053,-2.3933333333333326,0.2950141239556741,0,3,0,0.3938963348388671,0.3263236846923828,0.37487352752685543,0.36503118235270177,0.034844936229675896,0,3
adamw_long_noaug_160,P1,test,G - CBS-pub,gaussian_postrelu,cbs_published_schedule,3,"0,1,2",2.0100000000000007,0.38000000000000256,1.8399999999999972,1.4100000000000001,0.8960468737739095,3,0,0,-0.2157002349853514,-0.06404333190917977,-0.15995723571777343,-0.14656693420410152,0.07671003320058016,3,0
adamw_long_noaug_160,P1,test,G - CBS-bm,gaussian_postrelu,cbs_budget_matched,3,"0,1,2",1.4000000000000012,-0.16000000000000458,1.849999999999996,1.0299999999999976,1.0548459603183789,2,1,0,-0.15887138366699216,-0.06283527221679686,-0.15474625244140627,-0.1254843027750651,0.05429484275071802,3,0
adamw_long_noaug_160,P1,test,RG - R,resolution_max_b1_gaussian_conv,resolution_max_b1,3,"0,1,2",0.8399999999999963,1.0800000000000032,0.22999999999999687,0.7166666666666655,0.43821608064211376,3,0,0,-0.049109725952148464,-0.09555387268066395,-0.056875796508789045,-0.06717979838053383,0.024877580916653833,3,0
adamw_long_noaug_160,P1,test,CBS-bm - CBS-pub,cbs_budget_matched,cbs_published_schedule,3,"0,1,2",0.6099999999999994,0.5400000000000071,-0.009999999999998899,0.38000000000000256,0.3395585369269937,2,1,0,-0.05682885131835924,-0.0012080596923829123,-0.005210983276367154,-0.021082631429036436,0.031021766980406956,3,0
adamw_long_noaug_160,P1,train,R - Plain,resolution_max_b1,plain,3,"0,1,2",-0.004000000000004,0.0,0.0,-0.0013333333333346669,0.0023094010767608125,0,1,2,0.00020579014658927917,4.788760012888815e-06,4.4313750654691835e-06,7.167009388921239e-05,0.00011615151024933632,0,3
adamw_long_noaug_160,P1,train,G - Plain,gaussian_postrelu,plain,3,"0,1,2",-0.002000000000002,0.0,0.0,-0.0006666666666673334,0.0011547005383804063,0,1,2,0.0001407426283042878,1.2283537230396177e-05,1.313903588161338e-05,5.5388400472099126e-05,7.392016724891412e-05,0,3
adamw_long_noaug_160,P1,train,RG - Plain,resolution_max_b1_gaussian_conv,plain,3,"0,1,2",-0.004000000000004,0.0,-0.002000000000002,-0.002000000000002,0.002000000000002,0,2,1,0.00041129123005550355,1.005178621126106e-05,4.9093582442146724e-05,0.0001568121995696371,0.00022124815972342777,0,3
adamw_long_noaug_160,P1,train,CBS-pub - Plain,cbs_published_schedule,plain,3,"0,1,2",-0.004000000000004,-0.002000000000002,0.0,-0.002000000000002,0.002000000000002,0,2,1,0.00012987355910707265,3.930281251989072e-05,5.0662894436391076e-06,5.808088702353415e-05,6.448779498291551e-05,0,3
adamw_long_noaug_160,P1,train,CBS-bm - Plain,cbs_budget_matched,plain,3,"0,1,2",0.0,0.0,-0.004000000000004,-0.0013333333333346669,0.0023094010767608125,0,1,2,3.945838985964656e-06,3.7059349342598577e-06,0.00011419521532778163,4.061566308266871e-05,6.372187434415266e-05,0,3
adamw_long_noaug_160,P1,train,SDPoint - Plain,sdpoint,plain,3,"0,1,2",-0.009999999999998899,0.0,-0.005999999999994898,-0.005333333333331265,0.005033222956846319,0,2,1,0.0011965502966521308,0.0010057390712396592,0.001173099773794529,0.0011251297138954398,0.00010405804111597492,0,3
