campaign,arm,seed,policy,split,acc,ce,n,source,state,buffers_sha256,checkpoint_sha256,account,tag,campaign_label,arm_short
adamw_long_noaug_160,cbs_budget_matched,1,P1,train,1.0,5.235757115297019e-06,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",909571e0cc6197efe33be38c8c0b72e5fe3443bd983bcdeb363e59e462a8428e,2db5cc241155efa9e9d4a9bf20b74d343465aac3061c108a02a0a1a07e5ac336,maxlebossdu91,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-bm
adamw_long_noaug_160,cbs_budget_matched,1,P1,test,0.8403,1.2994742706298827,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",909571e0cc6197efe33be38c8c0b72e5fe3443bd983bcdeb363e59e462a8428e,2db5cc241155efa9e9d4a9bf20b74d343465aac3061c108a02a0a1a07e5ac336,maxlebossdu91,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-bm
adamw_long_noaug_160,cbs_budget_matched,1,P2,train,1.0,5.1473020762205125e-06,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",28b48d88b690b8507b217319fe0b40779c45c756f5314f58030be291e128d928,2db5cc241155efa9e9d4a9bf20b74d343465aac3061c108a02a0a1a07e5ac336,maxlebossdu91,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-bm
adamw_long_noaug_160,cbs_budget_matched,1,P2,test,0.841,1.3067030639648438,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",28b48d88b690b8507b217319fe0b40779c45c756f5314f58030be291e128d928,2db5cc241155efa9e9d4a9bf20b74d343465aac3061c108a02a0a1a07e5ac336,maxlebossdu91,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-bm
adamw_long_noaug_160,cbs_budget_matched,1,P3,train,1.0,7.5364022538997235e-06,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",d4dbe34b5b80d64b667ef4691fb9181b4eced5710d7566e97359a01ff1c73fef,2db5cc241155efa9e9d4a9bf20b74d343465aac3061c108a02a0a1a07e5ac336,maxlebossdu91,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-bm
adamw_long_noaug_160,cbs_budget_matched,1,P3,test,0.84,1.3119564727783204,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",d4dbe34b5b80d64b667ef4691fb9181b4eced5710d7566e97359a01ff1c73fef,2db5cc241155efa9e9d4a9bf20b74d343465aac3061c108a02a0a1a07e5ac336,maxlebossdu91,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-bm
adamw_long_noaug_160,cbs_budget_matched,2,P0,train,0.99996,0.00010289166076574475,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",f259b303fcecdb2011cbb19800da593d00bdfc02489c5223bbd692cd43c03a7b,773962366083c2385757572ee21c440cb3f45d6ecc4e61a1cef60c9236160d1a,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-bm
adamw_long_noaug_160,cbs_budget_matched,2,P0,test,0.8364,1.2974367797851563,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",f259b303fcecdb2011cbb19800da593d00bdfc02489c5223bbd692cd43c03a7b,773962366083c2385757572ee21c440cb3f45d6ecc4e61a1cef60c9236160d1a,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-bm
adamw_long_noaug_160,cbs_budget_matched,2,P1,train,0.99996,0.00011580625916831196,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",c4cd610c1d5bed13c40f8648e496afe8a9c39e686ab8fa7a913e96cada24909b,773962366083c2385757572ee21c440cb3f45d6ecc4e61a1cef60c9236160d1a,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-bm
adamw_long_noaug_160,cbs_budget_matched,2,P1,test,0.8368,1.2736704071044922,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",c4cd610c1d5bed13c40f8648e496afe8a9c39e686ab8fa7a913e96cada24909b,773962366083c2385757572ee21c440cb3f45d6ecc4e61a1cef60c9236160d1a,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-bm
adamw_long_noaug_160,cbs_budget_matched,2,P2,train,0.99996,0.00011887656747363508,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",1cb0638199e1675474f912cfeb8d6c8be5a2f33b9cb96af161b8aed97f99c5c6,773962366083c2385757572ee21c440cb3f45d6ecc4e61a1cef60c9236160d1a,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-bm
adamw_long_noaug_160,cbs_budget_matched,2,P2,test,0.8365,1.2803135009765625,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",1cb0638199e1675474f912cfeb8d6c8be5a2f33b9cb96af161b8aed97f99c5c6,773962366083c2385757572ee21c440cb3f45d6ecc4e61a1cef60c9236160d1a,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-bm
adamw_long_noaug_160,cbs_budget_matched,2,P3,train,0.99996,0.0001426150930253789,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",9d703a0c3c206f67b1c75218dd15fb795e7d16f9efc8c4dc8d14bebc5284d428,773962366083c2385757572ee21c440cb3f45d6ecc4e61a1cef60c9236160d1a,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-bm
adamw_long_noaug_160,cbs_budget_matched,2,P3,test,0.8364,1.289763360595703,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",9d703a0c3c206f67b1c75218dd15fb795e7d16f9efc8c4dc8d14bebc5284d428,773962366083c2385757572ee21c440cb3f45d6ecc4e61a1cef60c9236160d1a,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-bm
adamw_long_noaug_160,cbs_published_schedule,0,P0,train,0.99996,0.00016915702387923373,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",61673986330819c9c1d46f0af6a92279bc9417780018f4fb76643e4da7c3f75d,8e1ce2333bef3eba05e3e29fd10dd137c0f38c21209f50fef27d4b4c98bba662,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,0,P0,test,0.8292,1.3764970764160156,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",61673986330819c9c1d46f0af6a92279bc9417780018f4fb76643e4da7c3f75d,8e1ce2333bef3eba05e3e29fd10dd137c0f38c21209f50fef27d4b4c98bba662,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,0,P1,train,0.99996,0.0001315054298657924,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",ce1a2bfcb2e9094027376c0fb1242e40c55835bdb3e0062bfffead4927c0266e,8e1ce2333bef3eba05e3e29fd10dd137c0f38c21209f50fef27d4b4c98bba662,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,0,P1,test,0.828,1.3688891845703124,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",ce1a2bfcb2e9094027376c0fb1242e40c55835bdb3e0062bfffead4927c0266e,8e1ce2333bef3eba05e3e29fd10dd137c0f38c21209f50fef27d4b4c98bba662,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,0,P2,train,0.99996,0.00014332693092990666,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",267a5da91b5a25aaf1ea21c8a321b7d38cc46935916cd433f99f844ea305bd6b,8e1ce2333bef3eba05e3e29fd10dd137c0f38c21209f50fef27d4b4c98bba662,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,0,P2,test,0.8281,1.3774267517089844,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",267a5da91b5a25aaf1ea21c8a321b7d38cc46935916cd433f99f844ea305bd6b,8e1ce2333bef3eba05e3e29fd10dd137c0f38c21209f50fef27d4b4c98bba662,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,0,P3,train,0.99996,0.00015145305793965236,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",0851c8ba55e013c9c725eec5328fa3209d0aa63b7ba7b0dc90aab230417dddd5,8e1ce2333bef3eba05e3e29fd10dd137c0f38c21209f50fef27d4b4c98bba662,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,0,P3,test,0.8292,1.3880407348632813,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",0851c8ba55e013c9c725eec5328fa3209d0aa63b7ba7b0dc90aab230417dddd5,8e1ce2333bef3eba05e3e29fd10dd137c0f38c21209f50fef27d4b4c98bba662,maxlefrr,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,1,P0,train,0.99998,3.936330074910074e-05,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",3951bdb5697aa22979bb181ef84cc424269510d8ed226284a47f04d1f051d695,0228a9312b687365715f492fcfb32de4067f9576ac421748ec5337c0e7d934e6,maxlebossdu91,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,1,P0,test,0.8357,1.3134639892578126,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",3951bdb5697aa22979bb181ef84cc424269510d8ed226284a47f04d1f051d695,0228a9312b687365715f492fcfb32de4067f9576ac421748ec5337c0e7d934e6,maxlebossdu91,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,1,P1,train,0.99998,4.083263470092788e-05,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",00ad7595930421c1a1e043667383ed70a523ea0cc3488ac9ba6597a020dd8f66,0228a9312b687365715f492fcfb32de4067f9576ac421748ec5337c0e7d934e6,maxlebossdu91,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,1,P1,test,0.8349,1.3006823303222657,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",00ad7595930421c1a1e043667383ed70a523ea0cc3488ac9ba6597a020dd8f66,0228a9312b687365715f492fcfb32de4067f9576ac421748ec5337c0e7d934e6,maxlebossdu91,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,1,P2,train,0.99998,4.419611908844672e-05,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",4e3457c03716dd8ebd05f1de1d9663046c18aea4521c6aa3f5c2d54c108cd335,0228a9312b687365715f492fcfb32de4067f9576ac421748ec5337c0e7d934e6,maxlebossdu91,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,1,P2,test,0.8349,1.3078424499511718,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",4e3457c03716dd8ebd05f1de1d9663046c18aea4521c6aa3f5c2d54c108cd335,0228a9312b687365715f492fcfb32de4067f9576ac421748ec5337c0e7d934e6,maxlebossdu91,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,1,P3,train,0.99998,3.7838179366663096e-05,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",6db5ae7b9f373da00483c3c2110f245e0066210a5e9d4a5978b2ab15da7d82f8,0228a9312b687365715f492fcfb32de4067f9576ac421748ec5337c0e7d934e6,maxlebossdu91,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,1,P3,test,0.8346,1.3194044128417968,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",6db5ae7b9f373da00483c3c2110f245e0066210a5e9d4a5978b2ab15da7d82f8,0228a9312b687365715f492fcfb32de4067f9576ac421748ec5337c0e7d934e6,maxlebossdu91,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,2,P0,train,1.0,5.988690927624703e-06,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",b52e18cf24d09f024f2c027fbb7f10ee2bd5a7c78bd72acba03a077a104502cd,6b6c8eeba03e115432956050559439baa385fd4e3757bc5bfd36ae68c1ce8cf4,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,2,P0,test,0.8355,1.3086474670410155,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",b52e18cf24d09f024f2c027fbb7f10ee2bd5a7c78bd72acba03a077a104502cd,6b6c8eeba03e115432956050559439baa385fd4e3757bc5bfd36ae68c1ce8cf4,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,2,P1,train,1.0,6.677333284169436e-06,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",0db5eaaa18fce2ba62534733fb35b8c53f7dc4204112a2f962540b65582caa3b,6b6c8eeba03e115432956050559439baa385fd4e3757bc5bfd36ae68c1ce8cf4,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,2,P1,test,0.8369,1.2788813903808594,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",0db5eaaa18fce2ba62534733fb35b8c53f7dc4204112a2f962540b65582caa3b,6b6c8eeba03e115432956050559439baa385fd4e3757bc5bfd36ae68c1ce8cf4,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,2,P2,train,1.0,6.430641245096922e-06,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",fb1a7dfe4aa90617985eb6bb92e91ec61070fc49f74256efbe6cfb94e3b42362,6b6c8eeba03e115432956050559439baa385fd4e3757bc5bfd36ae68c1ce8cf4,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,2,P2,test,0.837,1.2849775756835937,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",fb1a7dfe4aa90617985eb6bb92e91ec61070fc49f74256efbe6cfb94e3b42362,6b6c8eeba03e115432956050559439baa385fd4e3757bc5bfd36ae68c1ce8cf4,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,2,P3,train,1.0,8.452720316126942e-06,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",4a50f502b7760e367aa9f6c87ef2b048d92a7c07e1be92e1ee69888d07185ea1,6b6c8eeba03e115432956050559439baa385fd4e3757bc5bfd36ae68c1ce8cf4,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,cbs_published_schedule,2,P3,test,0.8343,1.2758536499023438,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",4a50f502b7760e367aa9f6c87ef2b048d92a7c07e1be92e1ee69888d07185ea1,6b6c8eeba03e115432956050559439baa385fd4e3757bc5bfd36ae68c1ce8cf4,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",CBS-pub
adamw_long_noaug_160,gaussian_postrelu,0,P0,train,0.99998,0.00015428524436429143,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",f74608345065d319ca2388b6d16f0ba3ef48e5979d5bc8c9f9c3cde7fd6acb75,110bec72f8fea6a8b6fb141d41dcd046486dbda4beb0c80ed31a24199185f39e,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,0,P0,test,0.8475,1.1632756469726562,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",f74608345065d319ca2388b6d16f0ba3ef48e5979d5bc8c9f9c3cde7fd6acb75,110bec72f8fea6a8b6fb141d41dcd046486dbda4beb0c80ed31a24199185f39e,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,0,P1,train,0.99998,0.00014237449906300754,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",972b0d70326a71b892aa2f47aa1b076695f96b91f332fc7f01f6a75f4193ddfc,110bec72f8fea6a8b6fb141d41dcd046486dbda4beb0c80ed31a24199185f39e,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,0,P1,test,0.8481,1.153188949584961,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",972b0d70326a71b892aa2f47aa1b076695f96b91f332fc7f01f6a75f4193ddfc,110bec72f8fea6a8b6fb141d41dcd046486dbda4beb0c80ed31a24199185f39e,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,0,P2,train,0.99998,0.00015018072430510073,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",6f51e2e2e873a5b02845368825ce239bb129b4873ccb9805ba4631b7508befd5,110bec72f8fea6a8b6fb141d41dcd046486dbda4beb0c80ed31a24199185f39e,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,0,P2,test,0.8478,1.1614500854492187,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",6f51e2e2e873a5b02845368825ce239bb129b4873ccb9805ba4631b7508befd5,110bec72f8fea6a8b6fb141d41dcd046486dbda4beb0c80ed31a24199185f39e,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,0,P3,train,0.99998,0.00012823689715005457,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",6736681a9933f6b94b4017dcf41f711ff684bb4357166c5153d1d8cf0260a66c,110bec72f8fea6a8b6fb141d41dcd046486dbda4beb0c80ed31a24199185f39e,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,0,P3,test,0.8462,1.1757552001953124,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",6736681a9933f6b94b4017dcf41f711ff684bb4357166c5153d1d8cf0260a66c,110bec72f8fea6a8b6fb141d41dcd046486dbda4beb0c80ed31a24199185f39e,maxnikezz,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,1,P0,train,1.0,1.658931290730834e-05,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",32ba3fbdd560769983143bf7a3c2d939347b343d1d34dca7c4f7ae9237955a80,26ff99eca2324d121a021fb6fe82bb1a9ed7f6d4b4f09bf26aa3cd805cfa3a5a,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,1,P0,test,0.8389,1.2429984619140626,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",32ba3fbdd560769983143bf7a3c2d939347b343d1d34dca7c4f7ae9237955a80,26ff99eca2324d121a021fb6fe82bb1a9ed7f6d4b4f09bf26aa3cd805cfa3a5a,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,1,P1,train,1.0,1.3813359411433339e-05,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",4b3a1c3b170af1cd5c05217b3ff38d9b2116f0bb04aca448c9d5aaa176127e95,26ff99eca2324d121a021fb6fe82bb1a9ed7f6d4b4f09bf26aa3cd805cfa3a5a,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,1,P1,test,0.8387,1.2366389984130859,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",4b3a1c3b170af1cd5c05217b3ff38d9b2116f0bb04aca448c9d5aaa176127e95,26ff99eca2324d121a021fb6fe82bb1a9ed7f6d4b4f09bf26aa3cd805cfa3a5a,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,1,P2,train,1.0,1.3205807129852474e-05,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",d1803d48d922af9b97eb17f6c3089a35abf8d113477b3435c970a658dc3461e2,26ff99eca2324d121a021fb6fe82bb1a9ed7f6d4b4f09bf26aa3cd805cfa3a5a,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,1,P2,test,0.8384,1.2457800323486328,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",d1803d48d922af9b97eb17f6c3089a35abf8d113477b3435c970a658dc3461e2,26ff99eca2324d121a021fb6fe82bb1a9ed7f6d4b4f09bf26aa3cd805cfa3a5a,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,1,P3,train,1.0,1.530639685690403e-05,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",4e2d238f1e4516274ba6743fa63acbd2f91174cefb6bfed585386e32aa67d13b,26ff99eca2324d121a021fb6fe82bb1a9ed7f6d4b4f09bf26aa3cd805cfa3a5a,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,1,P3,test,0.838,1.260170733642578,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",4e2d238f1e4516274ba6743fa63acbd2f91174cefb6bfed585386e32aa67d13b,26ff99eca2324d121a021fb6fe82bb1a9ed7f6d4b4f09bf26aa3cd805cfa3a5a,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,2,P0,train,1.0,1.5623317239806056e-05,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",ee6edc5754a3918b32a53a9cf247cd01e88af892c603ed9501a2121b0b68c9e5,62613592bb5555f0335ec67feecdcfcf9c7184c6fb46c6f974f7a50384c6efb2,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,2,P0,test,0.856,1.138316012573242,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",ee6edc5754a3918b32a53a9cf247cd01e88af892c603ed9501a2121b0b68c9e5,62613592bb5555f0335ec67feecdcfcf9c7184c6fb46c6f974f7a50384c6efb2,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,2,P1,train,1.0,1.475007972214371e-05,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",dd169194fa786be08d38d634de991e65d68221499cba8a321b0071e12674100d,62613592bb5555f0335ec67feecdcfcf9c7184c6fb46c6f974f7a50384c6efb2,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,2,P1,test,0.8553,1.118924154663086,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",dd169194fa786be08d38d634de991e65d68221499cba8a321b0071e12674100d,62613592bb5555f0335ec67feecdcfcf9c7184c6fb46c6f974f7a50384c6efb2,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,2,P2,train,1.0,1.400343457236886e-05,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",eb15d2e6d4c9b595b0385a654bb220ed3b23790f74266a223853d56a2bfe5901,62613592bb5555f0335ec67feecdcfcf9c7184c6fb46c6f974f7a50384c6efb2,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,2,P2,test,0.8561,1.1269208709716796,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",eb15d2e6d4c9b595b0385a654bb220ed3b23790f74266a223853d56a2bfe5901,62613592bb5555f0335ec67feecdcfcf9c7184c6fb46c6f974f7a50384c6efb2,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,2,P3,train,1.0,1.581709889229387e-05,50000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",5cdda35b427ac45d2c9bd1fa26229c0d6219d057714c1209574a93a70c7ca223,62613592bb5555f0335ec67feecdcfcf9c7184c6fb46c6f974f7a50384c6efb2,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
adamw_long_noaug_160,gaussian_postrelu,2,P3,test,0.8547,1.1387350555419922,10000,"new run, final checkpoint epoch 160","{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",5cdda35b427ac45d2c9bd1fa26229c0d6219d057714c1209574a93a70c7ca223,62613592bb5555f0335ec67feecdcfcf9c7184c6fb46c6f974f7a50384c6efb2,maxmonstre,t2,"AdamW lr 0.02, cosine, no aug, 160 ep",G
