campaign,arm,seed,epoch,update,evaluated_state,state_note,per_site_sigma_max,train_acc,train_ce,test_acc,test_ce,bn
adamw_long_noaug_160,gaussian_postrelu,1,80,31280,"{""label"": ""epoch 79"", ""resolution"": null, ""sigma"": 0.5}",scheduled state of the last update of epoch 79,0.5,0.9965,0.012259497938156129,0.8298,0.9477535247802734,P1
adamw_long_noaug_160,gaussian_postrelu,1,120,46920,"{""label"": ""epoch 119"", ""resolution"": null, ""sigma"": 0.0}",scheduled state of the last update of epoch 119,0.0,0.99996,0.0004481282382458448,0.8338,1.191918359375,P1
adamw_long_noaug_160,gaussian_postrelu,1,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",native inference state (endpoint P1 reused),0.0,1.0,1.3813359411433339e-05,0.8387,1.2366389984130859,P1
adamw_long_noaug_160,gaussian_postrelu,2,40,15640,"{""label"": ""epoch 39"", ""resolution"": null, ""sigma"": 0.7}",scheduled state of the last update of epoch 39,0.7,0.95328,0.1326979093170166,0.8255,0.6426485443115234,P1
adamw_long_noaug_160,gaussian_postrelu,2,80,31280,"{""label"": ""epoch 79"", ""resolution"": null, ""sigma"": 0.5}",scheduled state of the last update of epoch 79,0.5,0.99642,0.012534282112121582,0.8416,0.8877506134033203,P1
adamw_long_noaug_160,gaussian_postrelu,2,120,46920,"{""label"": ""epoch 119"", ""resolution"": null, ""sigma"": 0.0}",scheduled state of the last update of epoch 119,0.0,0.99998,0.00029756197184324266,0.8495,1.068271728515625,P1
adamw_long_noaug_160,gaussian_postrelu,2,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",native inference state (endpoint P1 reused),0.0,1.0,1.475007972214371e-05,0.8553,1.118924154663086,P1
adamw_long_noaug_160,plain,0,40,15640,"{""label"": ""epoch 39"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 39,0.0,0.99168,0.025410619430541993,0.8296,0.8887432769775391,P1
adamw_long_noaug_160,plain,0,80,31280,"{""label"": ""epoch 79"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 79,0.0,0.99888,0.003879640496969223,0.8369,1.084681607055664,P1
adamw_long_noaug_160,plain,0,120,46920,"{""label"": ""epoch 119"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 119,0.0,0.99998,0.00014955854514613748,0.8421,1.3404448181152344,P1
adamw_long_noaug_160,plain,0,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,1.0,1.6318707587197423e-06,0.8489,1.3362028503417969,P1
adamw_long_noaug_160,plain,1,40,15640,"{""label"": ""epoch 39"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 39,0.0,0.99298,0.02161582839012146,0.8278,0.9008377349853516,P1
adamw_long_noaug_160,plain,1,80,31280,"{""label"": ""epoch 79"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 79,0.0,0.9977,0.006982424867153168,0.8308,1.2083523986816407,P1
adamw_long_noaug_160,plain,1,120,46920,"{""label"": ""epoch 119"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 119,0.0,0.99998,0.00014969110331032424,0.8394,1.354910595703125,P1
adamw_long_noaug_160,plain,1,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,1.0,1.5298221810371615e-06,0.8472,1.3493336853027345,P1
adamw_long_noaug_160,plain,2,40,15640,"{""label"": ""epoch 39"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 39,0.0,0.99256,0.022509661779403688,0.8315,0.9073385925292968,P1
adamw_long_noaug_160,plain,2,80,31280,"{""label"": ""epoch 79"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 79,0.0,0.99906,0.003563400898873806,0.8366,1.0883444488525391,P1
adamw_long_noaug_160,plain,2,120,46920,"{""label"": ""epoch 119"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 119,0.0,1.0,9.545155633706599e-05,0.8458,1.2678048767089845,P1
adamw_long_noaug_160,plain,2,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,1.0,1.6110438405303285e-06,0.8523,1.298702880859375,P1
adamw_long_noaug_160,resolution_max_b1,0,40,15640,"{""label"": ""epoch 39"", ""resolution"": 24, ""sigma"": null}",scheduled state of the last update of epoch 39,0.0,0.97578,0.07490280307769775,0.8234,0.6944515625,P1
adamw_long_noaug_160,resolution_max_b1,0,80,31280,"{""label"": ""epoch 79"", ""resolution"": 32, ""sigma"": null}",scheduled state of the last update of epoch 79,0.0,0.99478,0.01709756750583649,0.8409,0.8258099182128906,P1
adamw_long_noaug_160,resolution_max_b1,0,120,46920,"{""label"": ""epoch 119"", ""resolution"": 32, ""sigma"": null}",scheduled state of the last update of epoch 119,0.0,0.99996,0.00034169752046465875,0.8502,1.0261535705566407,P1
adamw_long_noaug_160,resolution_max_b1,0,160,62560,"{""label"": ""native"", ""resolution"": 32, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,0.99996,0.00020742201734799893,0.8535,1.078124887084961,P1
adamw_long_noaug_160,resolution_max_b1,1,40,15640,"{""label"": ""epoch 39"", ""resolution"": 24, ""sigma"": null}",scheduled state of the last update of epoch 39,0.0,0.97114,0.0856512812423706,0.8175,0.6906661895751953,P1
adamw_long_noaug_160,resolution_max_b1,1,80,31280,"{""label"": ""epoch 79"", ""resolution"": 32, ""sigma"": null}",scheduled state of the last update of epoch 79,0.0,0.9965,0.01356862853050232,0.8409,0.8227994995117187,P1
adamw_long_noaug_160,resolution_max_b1,1,120,46920,"{""label"": ""epoch 119"", ""resolution"": 32, ""sigma"": null}",scheduled state of the last update of epoch 119,0.0,0.99998,0.0002537037348374724,0.8474,1.042791455078125,P1
adamw_long_noaug_160,resolution_max_b1,1,160,62560,"{""label"": ""native"", ""resolution"": 32, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,1.0,6.3185821939259765e-06,0.8557,1.0686796112060546,P1
adamw_long_noaug_160,resolution_max_b1,2,40,15640,"{""label"": ""epoch 39"", ""resolution"": 24, ""sigma"": null}",scheduled state of the last update of epoch 39,0.0,0.97906,0.06422465839385987,0.8325,0.6482148498535156,P1
adamw_long_noaug_160,resolution_max_b1,2,80,31280,"{""label"": ""epoch 79"", ""resolution"": 32, ""sigma"": null}",scheduled state of the last update of epoch 79,0.0,0.99688,0.011130477373600007,0.8521,0.8011475311279297,P1
adamw_long_noaug_160,resolution_max_b1,2,120,46920,"{""label"": ""epoch 119"", ""resolution"": 32, ""sigma"": null}",scheduled state of the last update of epoch 119,0.0,1.0,0.0001050911683216691,0.8606,0.9764623474121094,P1
adamw_long_noaug_160,resolution_max_b1,2,160,62560,"{""label"": ""native"", ""resolution"": 32, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,1.0,6.042418905999512e-06,0.8657,1.0412338104248047,P1
adamw_long_noaug_160,resolution_max_b1_gaussian_conv,0,40,15640,"{""label"": ""epoch 39"", ""resolution"": 24, ""sigma"": 0.7}",scheduled state of the last update of epoch 39,0.5249999999999999,0.94746,0.14802540306091308,0.8278,0.6176379608154297,P1
adamw_long_noaug_160,resolution_max_b1_gaussian_conv,0,80,31280,"{""label"": ""epoch 79"", ""resolution"": 32, ""sigma"": 0.5}",scheduled state of the last update of epoch 79,0.5,0.99328,0.022407092399597168,0.8458,0.7567600646972656,P1
adamw_long_noaug_160,resolution_max_b1_gaussian_conv,0,120,46920,"{""label"": ""epoch 119"", ""resolution"": 32, ""sigma"": 0.0}",scheduled state of the last update of epoch 119,0.0,0.99996,0.001196228608265519,0.8581,0.9596295349121093,P1
adamw_long_noaug_160,resolution_max_b1_gaussian_conv,0,160,62560,"{""label"": ""native"", ""resolution"": 32, ""sigma"": 0.0}",native inference state (endpoint P1 reused),0.0,0.99996,0.0004129231008142233,0.8619,1.0290151611328124,P1
adamw_long_noaug_160,resolution_max_b1_gaussian_conv,1,40,15640,"{""label"": ""epoch 39"", ""resolution"": 24, ""sigma"": 0.7}",scheduled state of the last update of epoch 39,0.5249999999999999,0.95224,0.14279610092163086,0.8294,0.5889067901611328,P1
adamw_long_noaug_160,resolution_max_b1_gaussian_conv,1,80,31280,"{""label"": ""epoch 79"", ""resolution"": 32, ""sigma"": 0.5}",scheduled state of the last update of epoch 79,0.5,0.99124,0.028057337656021118,0.8468,0.7439968170166016,P1
adamw_long_noaug_160,resolution_max_b1_gaussian_conv,1,120,46920,"{""label"": ""epoch 119"", ""resolution"": 32, ""sigma"": 0.0}",scheduled state of the last update of epoch 119,0.0,1.0,0.0004204269667714834,0.8578,0.9298212921142578,P1
adamw_long_noaug_160,resolution_max_b1_gaussian_conv,1,160,62560,"{""label"": ""native"", ""resolution"": 32, ""sigma"": 0.0}",native inference state (endpoint P1 reused),0.0,1.0,1.1581608392298222e-05,0.8665,0.9731257385253906,P1
adamw_long_noaug_160,resolution_max_b1_gaussian_conv,2,40,15640,"{""label"": ""epoch 39"", ""resolution"": 24, ""sigma"": 0.7}",scheduled state of the last update of epoch 39,0.5249999999999999,0.95958,0.12253477859497071,0.8345,0.5631057388305664,P1
adamw_long_noaug_160,resolution_max_b1_gaussian_conv,2,80,31280,"{""label"": ""epoch 79"", ""resolution"": 32, ""sigma"": 0.5}",scheduled state of the last update of epoch 79,0.5,0.99604,0.015916711311340332,0.8569,0.7147275177001953,P1
adamw_long_noaug_160,resolution_max_b1_gaussian_conv,2,120,46920,"{""label"": ""epoch 119"", ""resolution"": 32, ""sigma"": 0.0}",scheduled state of the last update of epoch 119,0.0,0.99998,0.0003342922078073025,0.8647,0.9369714599609374,P1
adamw_long_noaug_160,resolution_max_b1_gaussian_conv,2,160,62560,"{""label"": ""native"", ""resolution"": 32, ""sigma"": 0.0}",native inference state (endpoint P1 reused),0.0,0.99998,5.070462628267705e-05,0.868,0.9843580139160156,P1
adamw_long_noaug_160,sdpoint,0,40,15640,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.9474,0.14616048011779786,0.8616,0.43961251678466795,P1
adamw_long_noaug_160,sdpoint,0,80,31280,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.98186,0.050220273666381834,0.8729,0.5302922088623047,P1
adamw_long_noaug_160,sdpoint,0,120,46920,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.99864,0.006252592835426331,0.8846,0.61884619140625,P1
adamw_long_noaug_160,sdpoint,0,160,62560,"{""label"": ""native"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,0.9999,0.0011981821674108505,0.8892,0.6351188262939453,P1
adamw_long_noaug_160,sdpoint,1,40,15640,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.94624,0.1506697679901123,0.8614,0.4638962829589844,P1
adamw_long_noaug_160,sdpoint,1,80,31280,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.98564,0.044409696140289306,0.8746,0.5293061325073242,P1
adamw_long_noaug_160,sdpoint,1,120,46920,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.99838,0.006651418774127961,0.8831,0.6027683761596679,P1
adamw_long_noaug_160,sdpoint,1,160,62560,"{""label"": ""native"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,1.0,0.0010072688934206963,0.8883,0.6468020538330078,P1
adamw_long_noaug_160,sdpoint,2,40,15640,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.94292,0.15949256607055665,0.8654,0.4523259033203125,P1
adamw_long_noaug_160,sdpoint,2,80,31280,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.98556,0.041334088325500486,0.8783,0.49278302154541015,P1
adamw_long_noaug_160,sdpoint,2,120,46920,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.9991,0.0049894936037063594,0.888,0.5778749603271485,P1
adamw_long_noaug_160,sdpoint,2,160,62560,"{""label"": ""native"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,0.99994,0.0011747108176350593,0.8907,0.6094844863891602,P1
sgd_standard_aug_160,cbs_budget_matched,0,40,15640,"{""label"": ""update 15639"", ""resolution"": null, ""sigma"": 0.4782969000000001}",scheduled state of the last update of epoch 39,0.4782969000000001,0.86452,0.39394210540771485,0.8313,0.5019988800048828,P1
sgd_standard_aug_160,cbs_budget_matched,0,80,31280,"{""label"": ""update 31279"", ""resolution"": null, ""sigma"": 0.20589113209464907}",scheduled state of the last update of epoch 79,0.20589113209464907,0.9101,0.26345375579833985,0.8616,0.4164383316040039,P1
sgd_standard_aug_160,cbs_budget_matched,0,120,46920,"{""label"": ""update 46919"", ""resolution"": null, ""sigma"": 0.0}",scheduled state of the last update of epoch 119,0.0,0.95522,0.1283918775177002,0.8879,0.43371096954345706,P1
sgd_standard_aug_160,cbs_budget_matched,0,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",native inference state (endpoint P1 reused),0.0,0.96272,0.10726658843994141,0.8937,0.426551953125,P1
sgd_standard_aug_160,cbs_budget_matched,1,40,15640,"{""label"": ""update 15639"", ""resolution"": null, ""sigma"": 0.4782969000000001}",scheduled state of the last update of epoch 39,0.4782969000000001,0.85588,0.41169835662841797,0.8226,0.509619841003418,P1
sgd_standard_aug_160,cbs_budget_matched,1,80,31280,"{""label"": ""update 31279"", ""resolution"": null, ""sigma"": 0.20589113209464907}",scheduled state of the last update of epoch 79,0.20589113209464907,0.90378,0.2741362643432617,0.86,0.4277913299560547,P1
sgd_standard_aug_160,cbs_budget_matched,1,120,46920,"{""label"": ""update 46919"", ""resolution"": null, ""sigma"": 0.0}",scheduled state of the last update of epoch 119,0.0,0.96004,0.11021225433349609,0.8903,0.4059518310546875,P1
sgd_standard_aug_160,cbs_budget_matched,1,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",native inference state (endpoint P1 reused),0.0,0.95986,0.11403400054931641,0.8878,0.4275318588256836,P1
sgd_standard_aug_160,cbs_budget_matched,2,40,15640,"{""label"": ""update 15639"", ""resolution"": null, ""sigma"": 0.4782969000000001}",scheduled state of the last update of epoch 39,0.4782969000000001,0.87058,0.3707431524658203,0.8351,0.4791095703125,P1
sgd_standard_aug_160,cbs_budget_matched,2,80,31280,"{""label"": ""update 31279"", ""resolution"": null, ""sigma"": 0.20589113209464907}",scheduled state of the last update of epoch 79,0.20589113209464907,0.90266,0.28405887603759766,0.8597,0.42968705139160157,P1
sgd_standard_aug_160,cbs_budget_matched,2,120,46920,"{""label"": ""update 46919"", ""resolution"": null, ""sigma"": 0.0}",scheduled state of the last update of epoch 119,0.0,0.95848,0.1187910969543457,0.8885,0.4336284118652344,P1
sgd_standard_aug_160,cbs_budget_matched,2,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",native inference state (endpoint P1 reused),0.0,0.96756,0.09445132781982422,0.8934,0.41949197845458985,P1
sgd_standard_aug_160,cbs_published_schedule,0,40,15640,"{""label"": ""update 15639"", ""resolution"": null, ""sigma"": 0.4782969000000001}",scheduled state of the last update of epoch 39,0.4782969000000001,0.87336,0.36621878204345704,0.8397,0.47333631591796876,P1
sgd_standard_aug_160,cbs_published_schedule,0,80,31280,"{""label"": ""update 31279"", ""resolution"": null, ""sigma"": 0.20589113209464907}",scheduled state of the last update of epoch 79,0.20589113209464907,0.9097,0.2580832151794434,0.873,0.39924481201171874,P1
sgd_standard_aug_160,cbs_published_schedule,0,120,46920,"{""label"": ""update 46919"", ""resolution"": null, ""sigma"": 0.08862938119652507}",scheduled state of the last update of epoch 119,0.08862938119652507,0.9516,0.1394097093963623,0.8858,0.44121634826660155,P1
sgd_standard_aug_160,cbs_published_schedule,0,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",native inference state (endpoint P1 reused),0.038152042447694615,0.95922,0.11677378707885742,0.8899,0.4391274703979492,P1
sgd_standard_aug_160,cbs_published_schedule,1,40,15640,"{""label"": ""update 15639"", ""resolution"": null, ""sigma"": 0.4782969000000001}",scheduled state of the last update of epoch 39,0.4782969000000001,0.853,0.41615520080566404,0.8238,0.5241536239624024,P1
sgd_standard_aug_160,cbs_published_schedule,1,80,31280,"{""label"": ""update 31279"", ""resolution"": null, ""sigma"": 0.20589113209464907}",scheduled state of the last update of epoch 79,0.20589113209464907,0.89234,0.30444366561889646,0.8473,0.4526686218261719,P1
sgd_standard_aug_160,cbs_published_schedule,1,120,46920,"{""label"": ""update 46919"", ""resolution"": null, ""sigma"": 0.08862938119652507}",scheduled state of the last update of epoch 119,0.08862938119652507,0.95702,0.12322742462158204,0.8849,0.4507924835205078,P1
sgd_standard_aug_160,cbs_published_schedule,1,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",native inference state (endpoint P1 reused),0.038152042447694615,0.96218,0.10972669448852539,0.8849,0.4556229232788086,P1
sgd_standard_aug_160,cbs_published_schedule,2,40,15640,"{""label"": ""update 15639"", ""resolution"": null, ""sigma"": 0.4782969000000001}",scheduled state of the last update of epoch 39,0.4782969000000001,0.87216,0.36694089294433596,0.8372,0.4803768539428711,P1
sgd_standard_aug_160,cbs_published_schedule,2,80,31280,"{""label"": ""update 31279"", ""resolution"": null, ""sigma"": 0.20589113209464907}",scheduled state of the last update of epoch 79,0.20589113209464907,0.89574,0.3050735363769531,0.8508,0.46396512603759765,P1
sgd_standard_aug_160,cbs_published_schedule,2,120,46920,"{""label"": ""update 46919"", ""resolution"": null, ""sigma"": 0.08862938119652507}",scheduled state of the last update of epoch 119,0.08862938119652507,0.95496,0.12988945274353028,0.8871,0.43329290466308595,P1
sgd_standard_aug_160,cbs_published_schedule,2,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": 0.038152042447694615}",native inference state (endpoint P1 reused),0.038152042447694615,0.96126,0.11172719825744629,0.8907,0.4261236572265625,P1
sgd_standard_aug_160,gaussian_postrelu,0,40,15640,"{""label"": ""epoch 39"", ""resolution"": null, ""sigma"": 0.7}",scheduled state of the last update of epoch 39,0.7,0.80384,0.5722096179199219,0.7772,0.6602550384521484,P1
sgd_standard_aug_160,gaussian_postrelu,0,80,31280,"{""label"": ""epoch 79"", ""resolution"": null, ""sigma"": 0.5}",scheduled state of the last update of epoch 79,0.5,0.87232,0.3681720446777344,0.8325,0.4861988632202148,P1
sgd_standard_aug_160,gaussian_postrelu,0,120,46920,"{""label"": ""epoch 119"", ""resolution"": null, ""sigma"": 0.0}",scheduled state of the last update of epoch 119,0.0,0.90278,0.2860538667297363,0.8492,0.5474925415039062,P1
sgd_standard_aug_160,gaussian_postrelu,0,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",native inference state (endpoint P1 reused),0.0,0.91736,0.24427726318359375,0.8551,0.5421336334228516,P1
sgd_standard_aug_160,gaussian_postrelu,1,40,15640,"{""label"": ""epoch 39"", ""resolution"": null, ""sigma"": 0.7}",scheduled state of the last update of epoch 39,0.7,0.83204,0.47519327056884764,0.8056,0.5636520721435547,P1
sgd_standard_aug_160,gaussian_postrelu,1,80,31280,"{""label"": ""epoch 79"", ""resolution"": null, ""sigma"": 0.5}",scheduled state of the last update of epoch 79,0.5,0.89272,0.30856876266479494,0.8533,0.43203884735107423,P1
sgd_standard_aug_160,gaussian_postrelu,1,120,46920,"{""label"": ""epoch 119"", ""resolution"": null, ""sigma"": 0.0}",scheduled state of the last update of epoch 119,0.0,0.93898,0.1726501165008545,0.871,0.4517389663696289,P1
sgd_standard_aug_160,gaussian_postrelu,1,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",native inference state (endpoint P1 reused),0.0,0.94536,0.15649847930908203,0.8737,0.47285800323486327,P1
sgd_standard_aug_160,gaussian_postrelu,2,40,15640,"{""label"": ""epoch 39"", ""resolution"": null, ""sigma"": 0.7}",scheduled state of the last update of epoch 39,0.7,0.7993,0.5794572158813477,0.776,0.6761513946533203,P1
sgd_standard_aug_160,gaussian_postrelu,2,80,31280,"{""label"": ""epoch 79"", ""resolution"": null, ""sigma"": 0.5}",scheduled state of the last update of epoch 79,0.5,0.84322,0.4630438919067383,0.8089,0.5977798217773438,P1
sgd_standard_aug_160,gaussian_postrelu,2,120,46920,"{""label"": ""epoch 119"", ""resolution"": null, ""sigma"": 0.0}",scheduled state of the last update of epoch 119,0.0,0.89558,0.3110283389282227,0.8381,0.5668267486572266,P1
sgd_standard_aug_160,gaussian_postrelu,2,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": 0.0}",native inference state (endpoint P1 reused),0.0,0.90192,0.2978578448486328,0.8412,0.5783337249755859,P1
sgd_standard_aug_160,plain,0,40,15640,"{""label"": ""epoch 39"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 39,0.0,0.89068,0.31290940994262695,0.8479,0.46700692749023437,P1
sgd_standard_aug_160,plain,0,80,31280,"{""label"": ""epoch 79"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 79,0.0,0.9076,0.2662525160217285,0.8621,0.42031309967041014,P1
sgd_standard_aug_160,plain,0,120,46920,"{""label"": ""epoch 119"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 119,0.0,0.96034,0.11250577209472656,0.8901,0.41056087493896487,P1
sgd_standard_aug_160,plain,0,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,0.96616,0.0966008427810669,0.8947,0.40948895263671875,P1
sgd_standard_aug_160,plain,1,40,15640,"{""label"": ""epoch 39"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 39,0.0,0.9008,0.2855695199584961,0.8563,0.42413380432128905,P1
sgd_standard_aug_160,plain,1,80,31280,"{""label"": ""epoch 79"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 79,0.0,0.91966,0.22610233856201173,0.8711,0.4006662490844727,P1
sgd_standard_aug_160,plain,1,120,46920,"{""label"": ""epoch 119"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 119,0.0,0.97456,0.0715885682296753,0.8921,0.3994863693237305,P1
sgd_standard_aug_160,plain,1,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,0.98024,0.05694672794342041,0.8977,0.4014222442626953,P1
sgd_standard_aug_160,plain,2,40,15640,"{""label"": ""epoch 39"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 39,0.0,0.89734,0.2957855290222168,0.8597,0.4283079528808594,P1
sgd_standard_aug_160,plain,2,80,31280,"{""label"": ""epoch 79"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 79,0.0,0.91354,0.24555527603149413,0.8662,0.4118476501464844,P1
sgd_standard_aug_160,plain,2,120,46920,"{""label"": ""epoch 119"", ""resolution"": null, ""sigma"": null}",scheduled state of the last update of epoch 119,0.0,0.9695,0.08786535572052002,0.8961,0.4237139373779297,P1
sgd_standard_aug_160,plain,2,160,62560,"{""label"": ""native"", ""resolution"": null, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,0.97404,0.0736134704208374,0.8975,0.42930101165771484,P1
sgd_standard_aug_160,resolution_max_b1,0,40,15640,"{""label"": ""epoch 39"", ""resolution"": 24, ""sigma"": null}",scheduled state of the last update of epoch 39,0.0,0.8736,0.3641834539794922,0.8463,0.4544256484985352,P1
sgd_standard_aug_160,resolution_max_b1,0,80,31280,"{""label"": ""epoch 79"", ""resolution"": 32, ""sigma"": null}",scheduled state of the last update of epoch 79,0.0,0.90938,0.26081496810913085,0.8698,0.39323180084228515,P1
sgd_standard_aug_160,resolution_max_b1,0,120,46920,"{""label"": ""epoch 119"", ""resolution"": 32, ""sigma"": null}",scheduled state of the last update of epoch 119,0.0,0.95374,0.13135692276000976,0.8907,0.3992195404052734,P1
sgd_standard_aug_160,resolution_max_b1,0,160,62560,"{""label"": ""native"", ""resolution"": 32, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,0.96152,0.11178080192565917,0.8942,0.3969924453735352,P1
sgd_standard_aug_160,resolution_max_b1,1,40,15640,"{""label"": ""epoch 39"", ""resolution"": 24, ""sigma"": null}",scheduled state of the last update of epoch 39,0.0,0.85204,0.4221713833618164,0.8232,0.5093145660400391,P1
sgd_standard_aug_160,resolution_max_b1,1,80,31280,"{""label"": ""epoch 79"", ""resolution"": 32, ""sigma"": null}",scheduled state of the last update of epoch 79,0.0,0.86628,0.3822727658081055,0.8291,0.5123537612915039,P1
sgd_standard_aug_160,resolution_max_b1,1,120,46920,"{""label"": ""epoch 119"", ""resolution"": 32, ""sigma"": null}",scheduled state of the last update of epoch 119,0.0,0.93244,0.1967874220275879,0.8709,0.48236604919433596,P1
sgd_standard_aug_160,resolution_max_b1,1,160,62560,"{""label"": ""native"", ""resolution"": 32, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,0.93926,0.1804297151184082,0.8709,0.4851469711303711,P1
sgd_standard_aug_160,resolution_max_b1,2,40,15640,"{""label"": ""epoch 39"", ""resolution"": 24, ""sigma"": null}",scheduled state of the last update of epoch 39,0.0,0.87188,0.36092498077392576,0.838,0.47081397705078126,P1
sgd_standard_aug_160,resolution_max_b1,2,80,31280,"{""label"": ""epoch 79"", ""resolution"": 32, ""sigma"": null}",scheduled state of the last update of epoch 79,0.0,0.90536,0.27566398513793944,0.8643,0.41202811279296875,P1
sgd_standard_aug_160,resolution_max_b1,2,120,46920,"{""label"": ""epoch 119"", ""resolution"": 32, ""sigma"": null}",scheduled state of the last update of epoch 119,0.0,0.9618,0.10843786087036132,0.8925,0.40108096923828124,P1
sgd_standard_aug_160,resolution_max_b1,2,160,62560,"{""label"": ""native"", ""resolution"": 32, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,0.96672,0.09532500789642334,0.8917,0.41126424865722655,P1
sgd_standard_aug_160,resolution_max_b1_gaussian_conv,0,40,15640,"{""label"": ""epoch 39"", ""resolution"": 24, ""sigma"": 0.7}",scheduled state of the last update of epoch 39,0.5249999999999999,0.85342,0.42316161865234375,0.8269,0.507276986694336,P1
sgd_standard_aug_160,resolution_max_b1_gaussian_conv,0,80,31280,"{""label"": ""epoch 79"", ""resolution"": 32, ""sigma"": 0.5}",scheduled state of the last update of epoch 79,0.5,0.88982,0.3142581625366211,0.8554,0.4353704025268555,P1
sgd_standard_aug_160,resolution_max_b1_gaussian_conv,0,120,46920,"{""label"": ""epoch 119"", ""resolution"": 32, ""sigma"": 0.0}",scheduled state of the last update of epoch 119,0.0,0.92722,0.2094377444458008,0.8677,0.47397481842041017,P1
sgd_standard_aug_160,resolution_max_b1_gaussian_conv,0,160,62560,"{""label"": ""native"", ""resolution"": 32, ""sigma"": 0.0}",native inference state (endpoint P1 reused),0.0,0.9348,0.19072449508666992,0.8704,0.4920514358520508,P1
