seed,epoch,lr,train_loss,train_acc_batchwise,epoch_s,img_per_s,s_mean,s_min_block,s_max_block,s_blocks,phase,test_loss,test_acc,test_acc_at_s1,ratio_mean,ratio_last_block,grad_norm_mean,grad_norm_total
0,0,0.020000000000000004,1.9631989845862756,0.27013221153846156,58.415953636169434,854.5610726637357,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,1.755594091796875,0.3517,0.3517,0.042283427930037726,0.006826167871160114,0.3579599935524527,3.2858952551151623
0,1,0.04000000000000001,1.5709337390386142,0.4120793269230769,56.94300651550293,876.6660395145997,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,1.4631036743164063,0.4538,0.4538,,,,
0,2,0.06,1.182669347524643,0.5702323717948717,55.30557560920715,902.6214708031974,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,1.2826214965820313,0.5641,0.5641,,,,
0,3,0.08000000000000002,0.951870673436385,0.6585336538461538,55.40494918823242,901.0025409535547,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.9298998168945313,0.6727,0.6727,,,,
0,4,0.1,0.803505936341408,0.7172075320512821,55.38200378417969,901.3758367164759,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.8266723937988282,0.72,0.72,,,,
0,5,0.09979974491999366,0.6829679016119394,0.7633613782051282,55.59382462501526,897.9414590867663,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.873776953125,0.7103,0.7103,0.6151601261163432,0.18627459160904952,1.7807611608963887,6.257065106010575
0,6,0.099198532899931,0.5990710645149916,0.7934495192307692,55.38611173629761,901.3089822531203,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.6845041870117188,0.7744,0.7744,,,,
0,7,0.09820120322122694,0.5532672858391052,0.8094551282051282,55.365665674209595,901.6418278748107,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.6251421081542968,0.7869,0.7869,,,,
0,8,0.09681578579603412,0.5083264543459965,0.8253004807692308,55.33802151679993,902.0922438444048,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.6625598510742188,0.7823,0.7823,,,,
0,9,0.09505343519084788,0.47739301224549613,0.8346153846153846,55.29853892326355,902.7363285180605,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.6134487365722656,0.8059,0.8059,,,,
0,10,0.09292834081649584,0.4546685685714086,0.8441105769230769,55.367878675460815,901.6057901117434,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.7155611083984375,0.7709,0.7709,0.869109905997991,0.2387002818963922,1.957579047036436,6.453523106093651
0,11,0.09045761268334501,0.4335610447785793,0.8497996794871795,55.4258816242218,900.6622634972096,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.4918290985107422,0.8376,0.8376,,,,
0,12,0.08766114364155891,0.41189434967744043,0.8609975961538462,55.33924388885498,902.0723177978515,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.6306487548828125,0.7957,0.7957,,,,
0,13,0.08456144921556483,0.39172626924820436,0.8661658653846154,55.11349010467529,905.7673521525952,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.503463656616211,0.8356,0.8356,,,,
0,14,0.08118348632229007,0.37912675803288437,0.8714543269230769,55.2297739982605,903.8602982799146,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.675931005859375,0.778,0.778,,,,
0,15,0.07755445233274126,0.35732747541788296,0.8787860576923077,55.28723120689392,902.9209622234679,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.45684507446289063,0.8457,0.8457,0.942178888438561,0.2782917693447403,0.8982858570485178,2.9242766815993173
0,16,0.07370356609476482,0.35043493455801256,0.880428685897436,55.31291675567627,902.5016746179301,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.5502641021728516,0.8181,0.8181,,,,
0,17,0.0696618326800645,0.33264937137181944,0.8853766025641026,55.31736755371094,902.4290599426968,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.4342160949707031,0.8564,0.8564,,,,
0,18,0.06546179374959467,0.3130505867493458,0.8930889423076923,55.23116850852966,903.8374770631654,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.5054788604736328,0.8408,0.8408,,,,
0,19,0.06113726554724062,0.29904109919682526,0.8962940705128205,55.251877307891846,903.4987123029343,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.4040399505615234,0.8688,0.8688,,,,
0,20,0.0567230666313063,0.28128802692278837,0.9041866987179488,55.27839708328247,903.0652593777365,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.495329541015625,0.847,0.847,1.024531120581614,0.27722426858589994,1.609924499995415,5.150321728034337
