seed,epoch,lr,train_loss,train_acc_batchwise,epoch_s,img_per_s,s_mean,s_min_block,s_max_block,s_blocks,phase,ce_loss,penalty_loss,anchor_lambda,anchor_term,theta_dist,alpha_mean,alpha_min_group,alpha_max_group,alpha_groups,test_loss,test_acc,test_acc_at_s1,test_acc_at_a0,test_loss_at_a0,ratio_mean,ratio_last_block,grad_norm_mean,grad_norm_total,linear_gap_mean,neg_frac_mean,dead_frac_mean
0,0,0.09353230514177552,2.154859634546133,0.1974158653846154,17.649611234664917,565.6781822134876,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,2.097163438796997,17.200984954833984,0.001,0.008600492477416993,4.178384092795722,1.0,1.0,1.0,[1.0],2.0725897338867187,0.2172,0.2172,0.1841,2.1579634033203123,0.0361298113341234,0.01741063829878809,0.1576705859925161,1.4238584501824119,0.0,0.5001163272296681,0.0
0,1,0.05917131409512663,2.09012292440121,0.22155448717948717,11.40354061126709,875.5175554981113,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,2.0858237743377686,37.594478607177734,0.001,0.018797239303588866,6.15069083640726,1.0,1.0,1.0,[1.0],2.0215248291015624,0.2645,0.2645,0.2368,2.0937973388671876,,,,,,,
0,2,0.018266834147258576,2.0481051252438474,0.24869791666666666,12.64668607711792,789.4558257490388,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,2.030027389526367,49.76340103149414,0.001,0.02488170051574707,7.059941580589121,1.0,1.0,1.0,[1.0],1.9729983764648438,0.2856,0.2856,0.2313,2.10573271484375,,,,,,,
0,3,3.124802623627465e-06,2.0169204687460875,0.2683293269230769,11.724016189575195,851.585313305658,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,2.010613203048706,51.95476531982422,0.001,0.02597738265991211,7.207965728219314,1.0,1.0,1.0,[1.0],1.9569032104492188,0.2935,0.2935,0.2295,2.092575244140625,,,,,,,
0,4,0.09380455756570981,2.0251472210272765,0.26091746794871795,11.197103023529053,891.6592067626871,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1,1.8337945938110352,87.8681640625,0.001,0.03905251736111111,9.412227091594362,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.9013299682617189,0.3183,0.3183,0.2223,2.21305146484375,,,,,,,
0,5,0.05917131409512663,1.9528232018152873,0.2971754807692308,11.302363157272339,883.3550878761087,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1,1.8452965021133423,132.64328002929688,0.001,0.05895256890190972,11.537795834439784,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.8236673217773438,0.3381,0.3381,0.1929,2.3406396728515624,0.10147842913849027,0.10516042504037715,0.41981456862416944,2.0897368973539576,0.07683967867930193,0.5026919350904577,0.0
0,6,0.018266834147258576,1.8764343475684142,0.33183092948717946,11.695382118225098,853.6702690920869,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1,1.8039219379425049,154.88714599609375,0.001,0.06883873155381943,12.450808309894384,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.7286553588867188,0.354,0.354,0.194,2.3945946044921875,,,,,,,
0,7,1.2498819918843608e-05,1.7948430287532318,0.366786858974359,11.8516206741333,842.4164318548038,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1,1.6316978931427002,158.46929931640625,0.001,0.07043079969618055,12.588463426790588,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.67779599609375,0.3858,0.3858,0.2091,2.3373426513671873,,,,,,,
0,8,0.09380455756570981,1.8263230858704982,0.3446514423076923,11.59938359260559,860.7353934190633,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2,1.803087830543518,211.69454956054688,0.001,0.08232565816243491,14.579647596458159,0.7777777777777778,0.7777777777777778,0.7777777777777778,[0.7777777777777778],1.7846587646484375,0.331,0.331,0.265,1.934775634765625,,,,,,,
0,9,0.05972024739849622,1.7888508377931056,0.3736979166666667,11.43247127532959,873.3019974031965,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2,1.4094696044921875,265.903076171875,0.001,0.10340675184461806,16.323615510067977,0.7777777777777778,0.7777777777777778,0.7777777777777778,[0.7777777777777778],1.6630292114257812,0.3894,0.3894,0.2836,1.9403985717773438,,,,,,,
